polish,english,other,type
zatrzymać,to stop (motion) (once),,
zatrzymywać,to stop (motion) (repeated),,
zatrząść się,to shake (once),,
zatrąbić,to honk/bellow (once),,
zatłoczony,crowded,,
zaufanie,trust,,
zaufać,to trust (once),,
zauroczenie,enchantment/fascination/infatuation,,
zauważać,to notice (repeated),,
zauważyć,to notice (once),,
zaułek,alley(way),,
zawahać się,to hestitate (once),,
zawalać się,"to cave in, to collapse (repeated)",,
zawalić się,"to cave in, to collapse (once)",,
zawartość,contents,,
zawarty,contained,,
zawdzięczać,to owe,,
zawiadowca,station-master,,
zawiedziesz się (zawieść się),You will be let down,,
zawiedziony,disappointed II,,
zawierać,to contain (repeated),,
zawiesisty,thick,,
zawiesić,to hang/suspend (once),,
zawieszać,to hang/suspend (repeated),,
zawieść się,to be let down (once),,
zawieźć,to give a lift to (once),,
zawijać,to wrap up (repeated),,
zawiniątko,bundle I,,
zawinąć,to wrap up (once),,
zawiodę się (zawieść się),I will be let down,,
zawiązać,to tie (once),,
zawiść,envy,,
zawodnik,player,,
zawodowy,professional I,,
zawodzić się,to be let down (repeated),,
zawozić,to give a lift to (repeated),,
zawołać,to call (once),,
zawrzeć,to contain (once),,
zawrzeć,to boil (once),,
zawstydzać się,to feel ashamed (repeated),,
zawstydzić się,to feel ashamed (once),,
zawyć,to howl/wail (once),,
zawzięcie,doggedly/unrelentingly,,
zawód,profession,,
zawładnąć czymś,to take something into possession,,
zazdrosny,jealous,,
zazdrościć,to be jealous,,
zazdrość,jealousy,,
zaznaczać,to mark/cross/check/tick (repeated),,
zaznaczyć,to mark/cross/check/tick (once),,
zazwyczaj,usually,,
załadować,to load (once),,
załatwiać,to take care of business (repeated),,
załatwić,to take care of business (once),,
załoga,crew/staff,,
założyć,"to found/establish/install, to put on clothes (once)",,
zaśmiać się,to laugh (once),,
zaświadczyć,to testify/witness I (once),,
zaświtać,to dawn (once),,
zażalenie,complaint III,,
zażenowanie,embarrassment,,
zażenować,to embarrass I (once),,
zażądać,to demand (once),,
zbaczać,to deviate/diverge/digress (repeated),,
zbadać,to research/investigate (once),,
zbiegowisko,crowd II,,
zbierać,to collect/gather/save (repeated),,
zbiorowisko,accumulation,,
zbiorowy,collective,,
zbity,battered,,
zbiór,collection II,,
zblednąć,to turn pale (once),,
zbliżać,to move/bring closer (repeated),,
zbliżyć,to move/bring closer (once),,
zbocze,slope,,
zboczyć,to deviate/diverge/digress (once),,
zboże,grain,,
zbrodnia,serious crime,,
zbroja,armour,,
zbrojownia,armoury,,
zbudować,to build (once),,
zbulwersowany,appauled,,
zburzyć,to demolish/destroy (once),,
zbłądzić,to wander (once),,
zdanie,opinion/sentence,,
zdarzać się,to happen/occur (repeated),,
zdarzyć się,to happen/occur (once),,
zdatny,fit/suitable,,
zdawać egzamin,to pass an exam (repeated),,
zdać egzamin,to pass an exam (once),,
zdefiniować,to define (once),,
zdejmiesz (zdjąć),You will take off,,
zdejmij (zdjąć),Take off! (once),,
zdejmować,to take off (repeated),,
zdejmuj (zdejmować),Take off! (repeated),,
zdejmujesz (zdejmować),You are taking off,,
zdejmuję (zdejmować),I am taking off,,
zdejmę (zdjąć),I will take off,,
zderzać się,to crash/collide (repeated),,
zderzenie,crash/collision,,
zderzyć się,to crash/collide (once),,
zdetronizować,to dethrone (once),,
zdezerterować,to desert (once),,
zdjąć,to take off (once),,
zdmuchiwać,to blow out (repeated),,
zdmuchniesz (zdmuchnąć),You will blow out,,
zdmuchnij (zdmuchnąć),Blow out! (once),,
zdmuchnąć,to blow out (once),,
zdmuchnę (zdmuchnąć),I will blow out,,
zdmuchuj (zdmuchiwać),Blow out! (repeated),,
zdmuchujesz (zdmuchiwać),You are blowing out,,
zdmuchuję (zdmuchiwać),I am blowing out,,
zdobywanie,acquisition,,
zdobywać,to conquer/seize/acquire/accumulate (repeated),,
zdobyć,to conquer/seize/acquire/accumulate (once),,
zdolny,able/capable,,
zdopingować,to support/boost (once),,
zdołać coś zrobić,to manage to do something,,
zdrada,betrayal/treason,,
zdradzać,to betray (repeated),,
zdradzić,to betray (once),,
zdrajca,traitor,,
zdrowiejesz (zdrowieć),You are recuperating,,
zdrowieję (zdrowieć),I am recuperating,,
zdrowieć,to recuperate (repeated),,
zdrowotny,health,,
zdrożeć,to become more expensive (once),,
zdruzgotany,devastated,,
zdruzgotać,to crush/smash/shatter (once),,
zdrętwieć,to go numb (once),,
zdumiejesz (zdumieć),You will amaze/astound,,
zdumieję (zdumieć),I will amaze/astound,,
zdumiewać,to amaze/astound (repeated),,
zdumieć,to amaze/astound (once),,
zdyszany,breathless/panting,,
zdziwienie,surprise/astonishment,,
zdziwić się,to be surprised (once),,
zdążać,to be on time (repeated),,
zdążyć,to be on time (once),,
zebranie,meeting,,
zebrać,to collect/gather/save (once),,
zechcieć,to feel like,,
zegniesz (zgiąć),You will bend,,
zegnij (zgiąć),Bend! (once),,
zegnę (zgiąć),I will bend,,
zejść,to descend (once),,
zelżeć,to ease off,,
zemdleć,to faint (once),,
zemsta,revenge/vengeance,,
zemścić się,to avenge oneself on somebody (once),,
zepchnąć,to drive back (once),,
zepsuć,to break/spoil/ruin (once),,
zerkać,to peek (repeated),,
zerknąć,to peek (once),,
zerwanie,severance,,
zerwać,to sever/strip (once),,
zerwiesz (zerwać),You will sever/strip,,
zerwę (zerwać),I will sever/strip,,
zespalać,to integrate (repeated),,
zespolić,to integrate (once),,
zespół,band/team/crew,,
zestaw,set/suite/kit,,
zestawienie,breakdown (e.g. of facts),,
zeszyt,exercise book,,
zeszły,past,,
zetknięcie,contact/encounter,,
zetknąć się,to adjoin (once),,
zetniesz (ściąć),You will cut,,
zetnę (ściąć),I will cut,,
zewnątrz,outside,,
zewnętrzny,external,,
zeznanie,testimony,,
zeznawać,to testify/witness II (repeated),,
zeznać,to testify/witness II (once),,
zełgać,to fib (once),,
zgadnąć,to guess (once),,
zgadywanka,guessing game,,
zgadywać,to guess (repeated),,
zgadzać się,to agree (repeated),,
zgarbić się,to slouch/stoop (once),,
zgasić,"to put out, to extinguish (once)",,
zgasnąć,to go out (once),,
zgiełk,clamour/noise,,
zgiełkliwy,clamorous/noisy,,
zginąć,to be killed (once),,
zgiąć,to bend (once),,
zgniatać,to crush II (repeated),,
zgnieść,to crush II (once),,
zgniły,rotten,,
zgoda,agreement,,
zgodnie,in agreement,,
zgodzić się,to agree (once),,
zgrabny,shapely,,
zgromadzić,to amass/gather (once),,
zgroza,horror,,
zgwałcić,to rape/violate (once),,
zgłaszać,to report I (repeated),,
zgłosić,to report I (once),,
zgłoszenie,application/enrolment,,
ziarno,grain/particle,,
ziewać,to yawn (repeated),,
ziewnąć,to yawn (once),,
zimowy,wintery,,
ziomek,compatriot,,
zioło,herb,,
ziębnąć,to feel cold (repeated),,
zięć,son-in-law,,
zjawisko,phenomenon,,
zjednoczony,united,,
zjełczały,rancid/rank,,
zjeżyć,to bristle (once),,
zlecać,to commission (repeated),,
zlecenie,commission,,
zlecić,to commission (once),,
zlew,kitchen sink,,
zleźć,to get/climb off/down (once),,
zmaleć,to diminish (once),,
zmarnować,to waste (once),,
zmarszczka,wrinkle/crinkle/ripple,,
zmarszczyć,to wrinkle (once),,
zmiana,change,,
zmiażdżyć,to crush I (once),,
zmielić,to grind (once),,
zmieniać,to change (repeated),,
zmieniesz (zmienić),You will change,,
zmienić,to change (once),,
zmienię (zmienić),I will change,,
zmienny,fickle,,
zmierzać do czegoś,to head for something,,
zmierzch,dusk/twilight,,
zmień (zmienić),Change! (once),,
zmieścić się,to fit (once),,
zmiąć,to crumple (once),,
zmięknąć,to soften (once),,
zmniejszać,to decrease (repeated),,
zmniejszyć,to decrease (once),,
zmoczyć,to wet (once),,
zmontować,to assemble/install (once),,
zmrok,dark,,
zmusić się,to force (once),,
zmuszać się,to force (repeated),,
zmysł,sense,,
zmysłowy,sensuous/voluptuous,,
zmęczenie,tiredness/fatigue,,
zmęczyć się,to suffer II (once),,
zmężnieć,to grow into a man (once),,
znaczenie,meaning/importance/significance,,
znaczny,considerable,,
znajdować,to find (repeated),,
znakomity,outstanding/overwhelming,,
znakować,to mark (repeated),,
znaleźć,to find (once),,
znamienity,noble I,,
zniechęcać,to discourage (repeated),,
zniechęcić,to discourage (once),,
zniechęcony,dispirited,,
znieczulać,to anaesthetize (repeated),,
znieczulić,to anaesthetize (once),,
znienacka,suddenly,,
zniewalać,to captivate/coerce (repeated),,
znieważać,to insult (repeated),,
znieważyć,to insult (once),,
zniewolić,to captivate/coerce (once),,
znieść,to tolerate/endure/stand (once),,
znikać,to disappear/vanish (repeated),,
zniknięcie,disappearance,,
zniknąć,to disappear/vanish (once),,
zniszczyć,to devastate/destroy (once),,
zniżka,discount/reduction,,
znosić,to tolerate/endure/stand (repeated),,
znużyć,to tire/weary (once),,
znęcać się nad kimś/czymś,to ill-treat somebody/something,,
zobowiązać,to oblige (once),,
zobowiązywać,to oblige (repeated),,
zostawiać,to leave behind I (repeated),,
zostawić,to leave behind I (once),,
zrabować,to rob/steal (once),,
zranić,to wound/hurt (once),,
zrań (zranić),Wound/hurt! (once),,
zredagować,to edit (once),,
zresztą,"anyway, after all, besides",,
zrozpaczony,desperate/despairing,,
zrywać,to sever/strip (repeated),,
zrzednąć,to become thin (once),,
zrzeszony w czymś,affiliated to/with something,,
zsunąć się,to slide off/down (once),,
zsuwać się,to slide off/down (repeated),,
zszarpany,shredded/torn/frayed,,
zszarzeć,to turn grey (once),,
zuch,plucky fellow/lad,,
zuchwały,audacious,,
zupełnie,entirely,,
zużywać,to use up (repeated),,
zużyć,to use up (once),,
zwabiać,to lure (repeated),,
zwabić,to lure (once),,
zwalczać,to fight/combat (against) (repeated),,
zwalczyć,to fight/combat (against) (once),,
zwalniać,to reduce/release/vacate/dismiss (repeated),,
zważyć,to weigh (once),,
zwiad,reconnaissance,,
zwiedzaj (zwiedzać),Visit/sightsee! (repeated),,
zwiedzający,visitor,,
zwiedzam (zwiedzać),I am visiting/sightseeing,,
zwiedzasz (zwiedzać),You are visiting/sightseeing,,
zwiedzać,to visit/sightsee (repeated),,
zwiedzisz (zwiedzić),You will visit/sightsee,,
zwiedzić,to visit/sightsee (once),,
zwiedzę (zwiedzić),I will visit/sightsee,,
zwiedź (zwiedzić),Visit/sightsee! (once),,
zwierzyna,game (animal),,
zwijać,to coil/roll/wind up (repeated),,
zwinąć,to coil/roll/wind up (once),,
zwisać,to droop/dangle (repeated),,
zwisnąć,to droop/dangle (once),,
związany,related/connected/tied,,
związek,relationship,,
zwiędły,withered,,
zwiększać,to increase (repeated),,
zwiększyć,to increase (once),,
zwodniczy,deceptive,,
zwolnienie,dismissal/exemption/discharge,,
zwolnić,to reduce/release/vacate/dismiss (once),,
zwrot,turn/return,,
zwrotnica,train points,,
zwycięski,victorious,,
zwycięstwo,victory,,
zwycięzca,winner,,
zwyczaj,custom,,
zwyczajny,routine/regular/plain,,
zwymiotować,to vomit (once),,
zwymyślać,to chide/berate,,
zwędzić,to filch/pilfer/swipe,,
zwężenie,narrowing,,
zwłaszcza,especially,,
zysk,profit/gain,,
zyskać,to gain/win/profit (once),,
zyskiwać,to gain/win/profit (repeated),,
zziębnąć,to feel cold (once),,
złamać,to break (once),,
złazić,to get/climb off/down (repeated),,
zło,evil/wrong,,
złocisty,golden,,
złom,junk or scrap metal,,
złoszczę (złościć),I am angering,,
złowić,to catch/hunt (once),,
złościsz (złościć),You are angering,,
złościć,to anger (repeated),,
złośliwy,malicious/malignant,,
złość,anger,,
złożony,complex/compound,,
złudzenie,illusion,,
złupić,to loot/plunder (once),,
zżywać się z kimś,to become close to somebody (repeated),,
zżyć się z kimś,to become close to somebody (once),,
ćpun,junky,,
ćwiczyć,to exercise (repeated),,
łabędź,swan,,
ładować,to load (repeated),,
ładunek,cargo,,
łagodny,gentle/smooth/mild,,
łam (łamać),Break! (repeated),,
łamać,to break (repeated),,
łamiesz (łamać),You are breaking,,
łamigłówka,puzzle,,
łamię (łamać),I am breaking,,
łapczywy,greedy I,,
łaskawy,kind/gracious,,
łaskotać,to tickle (repeated),,
łatka,patch/spot,,
ławka,bench,,
łańcuch,chain,,
łgać,to fib (repeated),,
łokieć,elbow,,
łono,lap/bosom,,
łopata,shovel/spade,,
łopot,flapping/flutter,,
łoskot,clatter,,
łowić,to catch/hunt (repeated),,
łuk,bow,,
łup,loot,,
łupić,to loot/plunder (repeated),,
łuska,scale,,
łydka,calf,,
łącznie,including/altogether,,
łączyć,to connect/combine (repeated),,
łżesz (łgać),You are fibbing,,
łżę (łgać),I am fibbing,,
ściek,drain,,
ścielić,to make the bed (repeated),,
ściemniać się,to darken (repeated),,
ściemnić się,to darken (once),,
ścierka,cleaning cloth,,
ścieżka,path I,,
ścigać,to chase/pursue,,
ścinać,to cut III (repeated),,
ściskać,to squeeze (repeated),,
ścisnąć,to squeeze (once),,
ścisnę (ścisnąć),I will squeeze,,
ścisły,accurate/precise,,
ściągać,to pull/draw (repeated),,
ściągnąć,to pull/draw (once),,
ściąć,to cut III (once),,
ściśniesz (ścisnąć),You will squeeze,,
ślad,footprint/track/trail/trace,,
śledzić,to follow/track,,
śledztwo,investigation I,,
ślina,saliva/spit,,
śliski,slippy/slippery,,
ślęczeć nad czymś,to pore over something,,
śmiać się,to laugh (repeated),,
śmiałość,boldness/daring,,
śmiały,bold/daring,,
śmiej się (śmiać się),Laugh! (repeated),,
śmiejesz się (śmiać się),You are laughing,,
śmieję się (śmiać się),I am laughing,,
śmiertelny,mortal/lethal/fatal,,
śmieć,to dare II,,
śmigać,to whisk/swish (repeated),,
śmignąć,to whisk/swish (once),,
śnieżnobiały,snow-white,,
śnieżyca,snowstorm/blizzard/white-out,,
śnić się,to dream about (repeated),,
śpieszyć,to hurry/rush (repeated),,
śpiwór,sleeping bag,,
śpiączka,sleeping sickness,,
średniowiecze,the Middle Ages,,
środek,middle/centre,,
środkowy,central/middle,,
środowisko,(the) environment,,
śródziemny,mediterranean,,
świadczyć,to testify/witness I (repeated),,
świadectwo,certificate (esp. educational),,
świadek,witness,,
świadomy,deliberate/conscious,,
świdrować,to drill/bore (repeated),,
świeca,candle,,
świecisz (świecić),You are shining,,
świecić,to shine,,
świecznik,candlestick,,
świecę (świecić),I am shining,,
świergot,twittering/chirping,,
świszczeć,to whistle,,
świt,dawn,,
świta,retinue/entourage,,
świtać,to dawn (repeated),,
świąteczny,festive,,
świątynia,temple,,
święto,holiday,,
świństwo,dirty/mean trick,,
źle widziany,unwelcome,,
źrebak,colt/foal,,
źródło,spring (of water),,
żaden,no/none/neither,,
żagiel,sail,,
żaglówka,sailing boat,,
żal,grief/remorse/grudge,,
żaluzja,blind or shutter,,
żar,heat/embers/fervour,,
żarcie,grub/nosh/food,,
żartobliwy,humorous/joking,,
żarówka,(light) bulb,,
żałoba,mourning,,
żałosny,pitiful/pathetic,,
żałować,to regret (repeated),,
żebro,rib,,
żeglarka,yachtsman/sailor (female),,
żeglarski,sailing/yachting,,
żeglarstwo,sailing/yachting,,
żeglarz,yachtsman/sailor (male),,
żeglować,to sail/navigate,,
żegnać,to say farewell (repeated),,
żelazko,(an) iron,,
żelazo,iron,,
żeliwny,cast-iron,,
żenić,to get married (to a woman) (repeated),,
żenować,to embarrass I (repeated),,
żmudny,arduous/laborious II,,
żuć,to chew,,
życiorys,C.V.,,
życzenie,wish,,
