polish,english,other,type
zarażać,to infect (repeated),,verb
zareagować,to react (once),,perf verb
zarejestrować,to register (once),,perf verb
zareklamować,to advertise (once),,perf verb
zarobić,to earn (money) (once),,perf verb
zarobki,earnings/wages,,f plural noun
zarozumiały,big-headed,,adjective
zarośla,thicket,,plural noun
zarośnięty,overgrown,,adjective
zarumienić się,to blush (once),,perf verb
zarys,outline,Nie ma zarysu,m noun
zarysować,to scratch (once),,perf verb
zarysowywać,to scratch (repeated),,verb
zarzut,accusation/charge,Nie ma zarzutu,m noun
zarząd,management/administration,,m noun
zarządzanie,management,,n noun
zarówno,as well as,,adverb
zaręczynowy,engagement/betrothal,,adjective
zaręczyny,engagement/betrothal,,f plural noun
zasada,rule,Zasady nie są dla nas! (The rules aren't for us!),f noun
zasadniczy,fundamental/essential,,adjective
zasadzać,to plant (repeated),,verb
zasadzić,to plant (once),,perf verb
zasadzka,ambush,,f noun
zasiać,to sow (once),,perf verb
zasięg,reach/range,Nie ma zasięgu,m noun
zaskakiwać,to spring into life (repeated),,verb
zaskakujący,surprising,,adjective
zaskoczyć,to spring into life (once),,perf verb
zasmucić się,to be sad (once),,perf verb
zasnąć,to fall asleep (once),,perf verb
zaspany,half-asleep,,adjective
zaspokajać,to satisfy II (repeated),,verb
zaspokoić,to satisfy II (once),,perf verb
zastanawiać się,to consider (repeated),,verb
zastanowić się,to consider (once),,perf verb
zastrzyk,injection,Nie ma zastrzyku,m noun
zastygać,to congeal/freeze (repeated),,verb
zastygnąć,to congeal/freeze (once),,perf verb
zastygły,stagnant/frozen,,adjective
zastąpić,to replace/substitute (once),,perf verb
zastęp,patrol/host/multitude,Nie ma zastępu,m noun
zastępczy,alternative/replacement,,adjective
zastępować,to replace/substitute (repeated),,verb
zasypać,to cover up (once),,perf verb
zasypiać,to fall asleep (repeated),,verb
zasypiesz (zasypać),You will cover up,,conjugation
zasypię (zasypać),I will cover up,,conjugation
zasypujesz (zasypywać),You are covering up,,conjugation
zasypuję (zasypywać),I am covering up,,conjugation
zasypywać,to cover up (repeated),,verb
zaszczyt,honour,Nie ma zaszczytu,m noun
zaszeleścić,to rustle (once),,perf verb
zaszkodzić komuś/czemuś,to harm somebody/something (once),,perf verb
zasób,stock/store,Nie ma zasobu,m noun
zasłaniać,to cover/screen/shield (repeated),,verb
zasłona,curtain,,f noun
zasłonić,to cover/screen/shield (once),,perf verb
zasługiwać,to deserve (repeated),,verb
zasługujesz (zasługiwać),You deserve,,conjugation
zasługuję (zasługiwać),I deserve,,conjugation
zasłużysz (zasłużyć),You will deserve,,conjugation
zasłużyć,to deserve (once),,perf verb
zasłużę (zasłużyć),I will deserve,,conjugation
zatarg,dispute/clash/feud,Nie ma zatargu,m noun
zataszczyć,to lug (once),,perf verb
zatem,thus/ergo,,adverb
zatkany,clogged,,adjective
zatoka,bay,,f noun
zatonąć,to sink (once),,perf verb
zatroszczyć się,to take care of (once),,perf verb
zatrudniać,to employ (repeated),,verb
zatrudnić,to employ (once),,perf verb
zatrzymać,to stop (motion) (once),Kierowca zatrzymał autobus (The driver stopped the bus),perf verb
zatrzymywać,to stop (motion) (repeated),,verb
zatrząść się,to shake (once),,perf verb
zatrąbić,to honk/bellow (once),,perf verb
zatłoczony,crowded,,adjective
zaufanie,trust,,n noun
zaufać,to trust (once),,perf verb
zauroczenie,enchantment/fascination/infatuation,,n noun
zauważać,to notice (repeated),,verb
zauważyć,to notice (once),,perf verb
zaułek,alley(way),Nie ma zaułku,m noun
zawahać się,to hestitate (once),,perf verb
zawalać się,"to cave in, to collapse (repeated)",,verb
zawalić się,"to cave in, to collapse (once)",Zawalił się świat,perf verb
zawartość,contents,,f noun
zawarty,contained,,adjective
zawdzięczać,to owe,,verb
zawiadowca,station-master,,m noun
zawiedziesz się (zawieść się),You will be let down,,conjugation
zawiedziony,disappointed II,,adjective
zawierać,to contain (repeated),,verb
zawiesisty,thick,,adjective
zawiesić,to hang/suspend (once),,perf verb
zawieszać,to hang/suspend (repeated),,verb
zawieść się,to be let down (once),,verb
zawieźć,to give a lift to (once),,perf verb
zawijać,to wrap up (repeated),,verb
zawiniątko,bundle I,,n noun
zawinąć,to wrap up (once),,perf verb
zawiodę się (zawieść się),I will be let down,,conjugation
zawiązać,to tie (once),,perf verb
zawiść,envy,,f noun
zawodnik,player,,m noun
zawodowy,professional I,,adjective
zawodzić się,to be let down (repeated),,verb
zawozić,to give a lift to (repeated),,verb
zawołać,to call (once),,perf verb
zawrzeć,to contain (once),,perf verb
zawrzeć,to boil (once),,perf verb
zawstydzać się,to feel ashamed (repeated),,verb
zawstydzić się,to feel ashamed (once),,perf verb
zawyć,to howl/wail (once),,perf verb
zawzięcie,doggedly/unrelentingly,,adverb
zawód,profession,,m noun
zawładnąć czymś,to take something into possession,,verb
zazdrosny,jealous,,adjective
zazdrościć,to be jealous,,verb
zazdrość,jealousy,,f noun
zaznaczać,to mark/cross/check/tick (repeated),,verb
zaznaczyć,to mark/cross/check/tick (once),,perf verb
zazwyczaj,usually,,adverb
załadować,to load (once),,perf verb
załatwiać,to take care of business (repeated),,verb
załatwić,to take care of business (once),,perf verb
załoga,crew/staff,,f noun
założyć,"to found/establish/install, to put on clothes (once)",,perf verb
zaśmiać się,to laugh (once),,perf verb
zaświadczyć,to testify/witness I (once),,perf verb
zaświtać,to dawn (once),,perf verb
zażalenie,complaint III,,n noun
zażenowanie,embarrassment,,n noun
zażenować,to embarrass I (once),,perf verb
zażądać,to demand (once),,perf verb
zbaczać,to deviate/diverge/digress (repeated),,verb
zbadać,to research/investigate (once),,perf verb
zbierać,to collect/gather/save (repeated),,verb
zbiorowisko,accumulation,,n noun
zbiorowy,collective,,adjective
zbity,battered,,adjective
zbiór,collection II,Nie ma zbioru,m noun
zblednąć,to turn pale (once),,perf verb
zbliżać,to move/bring closer (repeated),,verb
zbliżyć,to move/bring closer (once),,perf verb
zbocze,slope,,n noun
zboczyć,to deviate/diverge/digress (once),,perf verb
zboże,grain,Zboże rośnie na polu (Grain is growing in the field),n noun
zbrodnia,serious crime,,f noun
zbroja,armour,Nie ma zbroi,f noun
zbrojownia,armoury,,f noun
zbudować,to build (once),,perf verb
zbulwersowany,appauled,,adjective
zburzyć,to demolish/destroy (once),,perf verb
zbłądzić,to wander (once),,perf verb
zdanie,opinion/sentence,,n noun
zdarzać się,to happen/occur (repeated),,verb
zdarzyć się,to happen/occur (once),,perf verb
zdatny,fit/suitable,,adjective
zdawać egzamin,to pass an exam (repeated),,verb
zdać egzamin,to pass an exam (once),,perf verb
zdefiniować,to define (once),,perf verb
zdejmiesz (zdjąć),You will take off,,conjugation
zdejmij (zdjąć),Take off! (once),,imperative
zdejmować,to take off (repeated),,verb
zdejmuj (zdejmować),Take off! (repeated),,imperative
zdejmujesz (zdejmować),You are taking off,,conjugation
zdejmuję (zdejmować),I am taking off,,conjugation
zdejmę (zdjąć),I will take off,,conjugation
zderzać się,to crash/collide (repeated),,verb
zderzenie,crash/collision,,n noun
zderzyć się,to crash/collide (once),,perf verb
zdetronizować,to dethrone (once),,perf verb
zdezerterować,to desert (once),,perf verb
zdjąć,to take off (once),,perf verb
zdmuchiwać,to blow out (repeated),,verb
zdmuchniesz (zdmuchnąć),You will blow out,,conjugation
zdmuchnij (zdmuchnąć),Blow out! (once),,imperative
zdmuchnąć,to blow out (once),,perf verb
zdmuchnę (zdmuchnąć),I will blow out,,conjugation
zdmuchuj (zdmuchiwać),Blow out! (repeated),,imperative
zdmuchujesz (zdmuchiwać),You are blowing out,,conjugation
zdmuchuję (zdmuchiwać),I am blowing out,,conjugation
zdobywanie,acquisition,,n noun
zdobywać,to conquer/seize/acquire/accumulate (repeated),,verb
zdobyć,to conquer/seize/acquire/accumulate (once),,perf verb
zdolny,able/capable,,adjective
zdopingować,to support/boost (once),,perf verb
zdołać coś zrobić,to manage to do something,,verb
zdrada,betrayal/treason,,f noun
zdradzać,to betray (repeated),,verb
zdradzić,to betray (once),,perf verb
zdrajca,traitor,,m noun
zdrowiejesz (zdrowieć),You are recuperating,,conjugation
zdrowieję (zdrowieć),I am recuperating,,conjugation
zdrowieć,to recuperate (repeated),,verb
zdrowotny,health,,adjective
zdrożeć,to become more expensive (once),,perf verb
zdruzgotany,devastated,,adjective
zdrętwieć,to go numb (once),,perf verb
zdumiejesz (zdumieć),You will amaze/astound,,conjugation
zdumieję (zdumieć),I will amaze/astound,,conjugation
zdumiewać,to amaze/astound (repeated),,verb
zdumieć,to amaze/astound (once),,perf verb
zdyszany,breathless/panting,,adjective
zdziwienie,surprise/astonishment,,n noun
zdziwić się,to be surprised (once),,perf verb
zdążać,to be on time (repeated),,verb
zdążyć,to be on time (once),,perf verb
zebranie,meeting,,n noun
zebrać,to collect/gather/save (once),,perf verb
zechcieć,to feel like,,verb
zegniesz (zgiąć),You will bend,,conjugation
zegnij (zgiąć),Bend! (once),,imperative
zegnę (zgiąć),I will bend,,conjugation
zejść,to descend (once),,perf verb
zelżeć,to ease off,,verb
zemdleć,to faint (once),,perf verb
zemsta,revenge/vengeance,,f noun
zemścić się,to avenge oneself on somebody (once),,perf verb
zepchnąć,to drive back (once),,perf verb
zepsuć,to break/spoil/ruin (once),,perf verb
zerkać,to peek (repeated),,verb
zerknąć,to peek (once),,perf verb
zerwanie,severance,,n noun
zerwać,to sever/strip (once),,perf verb
zerwiesz (zerwać),You will sever/strip,,conjugation
zerwę (zerwać),I will sever/strip,,conjugation
zespalać,to integrate (repeated),,verb
zespolić,to integrate (once),,perf verb
zespół,band/team/crew,,m noun
zestaw,set/suite/kit,Nie ma zestawu,m noun
zestawienie,breakdown (e.g. of facts),,n noun
zeszyt,exercise book,,m noun
zeszły,past,W zeszłym roku,adjective
zetknięcie,contact/encounter,,n noun
zetknąć się,to adjoin (once),,perf verb
zetniesz (ściąć),You will cut,,conjugation
zetnę (ściąć),I will cut,,conjugation
zewnątrz,outside,,adverb
zewnętrzny,external,,adjective
zeznanie,testimony,,n noun
zeznawać,to testify/witness II (repeated),,verb
zeznać,to testify/witness II (once),,perf verb
zełgać,to fib (once),,perf verb
zgadnąć,to guess (once),,perf verb
zgadywanka,guessing game,,f noun
zgadywać,to guess (repeated),,verb
zgadzać się,to agree (repeated),,verb
zgarbić się,to slouch/stoop (once),,perf verb
zgasić,"to put out, to extinguish (once)",,perf verb
zgasnąć,to go out (once),,perf verb
zgiełk,clamour/noise,Nie ma zgiełku,m noun
zgiełkliwy,clamorous/noisy,,adjective
zginąć,to be killed (once),,perf verb
zgiąć,to bend (once),,perf verb
zgniatać,to crush II (repeated),,verb
zgnieść,to crush II (once),,perf verb
zgoda,agreement,,f noun
zgodnie,in agreement,,adverb
zgodzić się,to agree (once),,perf verb
zgrabny,shapely,,adjective
zgromadzić,to amass/gather (once),,perf verb
zgroza,horror,,f noun
zgwałcić,to rape/violate (once),,perf verb
zgłaszać,to report I (repeated),,verb
zgłosić,to report I (once),,perf verb
zgłoszenie,application/enrolment,,n noun
ziarno,grain/particle,Jest wiele ziaren,n noun
ziewać,to yawn (repeated),,verb
ziewnąć,to yawn (once),,perf verb
zimowy,wintery,,adjective
ziomek,compatriot,Nie ma ziomka,m noun
zioło,herb,,n noun
ziębnąć,to feel cold (repeated),,verb
zięć,son-in-law,,m noun
zjawisko,phenomenon,,n noun
zjednoczony,united,,adjective
zjełczały,rancid/rank,,adjective
zjeżyć,to bristle (once),,perf verb
zlecać,to commission (repeated),,verb
zlecenie,commission,,n noun
zlecić,to commission (once),,perf verb
zlew,kitchen sink,Nie ma zlewu,m noun
zleźć,to get/climb off/down (once),,perf verb
zmaleć,to diminish (once),,perf verb
zmarnować,to waste (once),,perf verb
zmarszczka,wrinkle/crinkle/ripple,,f noun
zmarszczyć,to wrinkle (once),,perf verb
zmiana,change,,f noun
zmiażdżyć,to crush I (once),,perf verb
zmielić,to grind (once),,perf verb
zmieniać,to change (repeated),,verb
zmieniesz (zmienić),You will change,,conjugation
zmienić,to change (once),,perf verb
zmienię (zmienić),I will change,,conjugation
zmienny,fickle,,adjective
zmierzać do czegoś,to head for something,,verb
zmień (zmienić),Change! (once),,imperative
zmieścić się,to fit (once),,perf verb
zmiąć,to crumple (once),,perf verb
zmięknąć,to soften (once),,perf verb
zmniejszać,to decrease (repeated),,verb
zmniejszyć,to decrease (once),,perf verb
zmoczyć,to wet (once),,perf verb
zmontować,to assemble/install (once),,perf verb
zmrok,dark,Nie ma zmroku,m noun
zmusić się,to force (once),,perf verb
zmuszać się,to force (repeated),,verb
zmysł,sense,Nie ma zmysłu,m noun
zmysłowy,sensuous/voluptuous,,adjective
zmęczenie,tiredness/fatigue,,n noun
zmęczyć się,to suffer II (once),,perf verb
zmężnieć,to grow into a man (once),,perf verb
znaczenie,meaning/importance/significance,,n noun
znaczny,considerable,,adjective
znajdować,to find (repeated),,verb
znakomity,outstanding/overwhelming,,adjective
znakować,to mark (repeated),,verb
znaleźć,to find (once),,perf verb
znamienity,noble I,,adjective
zniechęcać,to discourage (repeated),,verb
zniechęcić,to discourage (once),,perf verb
zniechęcony,dispirited,,adjective
znieczulać,to anaesthetize (repeated),,verb
znieczulić,to anaesthetize (once),,perf verb
znienacka,suddenly,,adverb
zniewalać,to captivate/coerce (repeated),,verb
zniewolić,to captivate/coerce (once),,perf verb
znieść,to tolerate/endure/stand (once),,perf verb
znikać,to disappear/vanish (repeated),,verb
zniknięcie,disappearance,,n noun
zniknąć,to disappear/vanish (once),,perf verb
zniszczyć,to devastate/destroy (once),,perf verb
zniżka,discount/reduction,,f noun
znosić,to tolerate/endure/stand (repeated),,verb
znużyć,to tire/weary (once),,perf verb
znęcać się nad kimś/czymś,to ill-treat somebody/something,,verb
zobowiązać,to oblige (once),,perf verb
zobowiązywać,to oblige (repeated),,verb
zostawiać,to leave behind I (repeated),,verb
zostawić,to leave behind I (once),,perf verb
zrabować,to rob/steal (once),,perf verb
zranić,to wound/hurt (once),,perf verb
zrań (zranić),Wound/hurt! (once),,imperative
zredagować,to edit (once),,perf verb
zresztą,"anyway, after all, besides",,particle
zrozpaczony,desperate/despairing,,adjective
zrywać,to sever/strip (repeated),,verb
zrzeszony w czymś,affiliated to/with something,,adjective
zsunąć się,to slide off/down (once),,perf verb
zsuwać się,to slide off/down (repeated),,verb
zszarpany,shredded/torn/frayed,,adjective
zszarzeć,to turn grey (once),,perf verb
zuch,plucky fellow/lad,,m noun
zuchwały,audacious,,adjective
zupełnie,entirely,,adverb
zużywać,to use up (repeated),,verb
zużyć,to use up (once),,perf verb
zwabiać,to lure (repeated),,verb
zwabić,to lure (once),,perf verb
zwalczać,to fight/combat (against) (repeated),,verb
zwalczyć,to fight/combat (against) (once),,perf verb
